DEÜ der
MÄKʃ/DJE Mächte
NA/DJO/NAL/FEÜ/SAM/LU+N Nationalversammlung
FW~O/SHM~UK Vorzug
WELD/AL Weltall
GÄÜ/GEÜD geärgert
BEI/LEID Beileid
GDÄO/SHJE Köche
LASD/WAÜKn/FAÜ/REÜ Lastwagenfahrer
GDJAN/DNA/FIn Skandinavien
DJRUN/Kn/HEID Trunkenheit
BE/GR~Ü+S/DJN begrüßten
BE/SI+D/SHME besitze
GE/BAU/DJE gebaute
BUʃ/BRÄN/DE Buschbrände
B~Ü/GEÜ/GDRIKS/LAND Bürgerkriegsland
GA/RA+ND Garant
LA/DE/SDA/DJONn Ladestationen
OSD/SWEI/SHMEÜ Ostschweizer
DJA/BELn/SWEI/DJN Tabellenzweiten
DEÜ/SEL/BE derselbe
FMEÜ/DJN vermehrten
LAN/DES/Gn/+Sn Landesgrenzen
MAÜ/GDE+D Market
DJLE/FO/NE Telefone
DJU/GND Tugend
F~O/LE/SU+Nn Vorlesungen
WESD/DEUʃD/LAND Westdeutschland
EIN/GE/SLAFn eingeschlafen
HAND/HAPn handhaben
FASn/WEISs phasenweise
GDÄO/BDE/NI/GDEÜ Köpenicker
LESs/RIN Leserin
FWAÜ/NU+N Verwarnung
WI/DEÜ/SA/SHJEÜ Widersacher
WIL/GD~Ü Willkür
EÜ/HÄO/HE erhöhe
HAÜM/LOSn harmlosen
SIKn siegen
GD~I/MES Kirmes
LAND/W~ID/SJAFs/MNIS/DJRIN Landwirtschaftsministerin
SEIL/BAÜN Seilbahn
SO/SHMI/E/DJÄI Society
SON/DEÜ/FWAL/DJU+NS/SHMO/NE Sonderverwaltungszone
DJA/BLED/DJN Tabletten
DÜN/NEÜ dünner
SHME/LE/BR~I+D zelebriert
HUP Hub
GDRAN/Kn/HAUS/GE/SEL/SJAFD Krankenhausgesellschaft
LAN/DES/BDO/LI/DJIK Landespolitik
WEI/NAKʃs/FEI/EÜ/DJA/GE Weihnachtsfeiertage
AUF/F~O/DEÜN auffordern
GDO/BD~I+D kopiert
W~ON/DJN wohnten
DA/SEIN Dasein
HOM/BEÜK Homberg
MI+D/DJÄ/DJEÜ Mittäter
BDRO+D/A/GO/NISD Protagonist
SLUS/SDRIKʃ Schlussstrich
FWEÜ/HAND/LU+NS/RUN/DE Verhandlungsrunde
SJIMPFD schimpft
SEL/BE selbe
IM/BDE/RI/UM Imperium
GDAN/DJNE Kantine
GDWAL Qual
REKʃs/MI+D/DJEL Rechtsmittel
AP/GHOPn abgehoben
EÜ/SHMÄÜL/DJN erzählten
FAI/REÜ fairer
GE/SE+S/DJE gesetzte
MNʃ/LI/SJES menschliches
BHJEO/RE/DJI/SJE theoretische
AUKn/SWIN/GDEÜN Augenzwinkern
I/SEÜ/L~O/NEÜ Iserlohner
GDRO/DJN Kroaten
LI/~I+D liiert
~OD/Nn ordnen
~O/GA/NI/SA/DJO/RIʃ organisatorisch
AP/BFEÜ/RU+N Absperrung
HÄU/FIK/GDEI+D Häufigkeit
LE/BNS/BDAÜD/NEÜ Lebenspartner
WES/DJE Weste
BE/GÜNS/DJKn begünstigen
DREINSD dereinst
GWIN/NE/RIN Gewinnerin
JAKS Jacques
SAO São
WEÜD/GKn/SDÄN/DE Wertgegenstände
BF~O/SDEÜD bevorsteht
EIN/SHMU/GREIFn einzugreifen
FRI/SJEM frischem
HAI+D/SHME/WEL/LE Hitzewelle
ILSs Ilse
GDUNSD/HAL/LE Kunsthalle
GD~US/GWINn Kursgewinnen
LIN/DMA+N Lindemann
BDLÜN/DRU+Nn Plünderungen
RÜK/BAU Rückbau
SWIN/DEL Schwindel
MIN/DEÜN mindern
SJOD/DJʃn schottischen
SWA+NS/WEISs zwangsweise
BEÜ/DJRAF übertraf
A/RA/FA+D Arafat
BI/GDI/NI Bikini
GDRI/MIS Krimis
RU/MÄNn Rumänen
Ss/HNS/WEÜD sehenswert
BEÜ/AÜ/BEI/DJE/DJN überarbeiteten
DREI/EÜ/GDE+D/DJE Dreierkette
GELD/B~U/SE Geldbuße
LAND/GMEIN/DE Landgemeinde
MA/NÄʃD/MNs Managements
MAS/SA/SHJU/SEs Massachusetts
N~ÜN/BEÜKS Nürnbergs
HREIN/LÄN/DEÜ Rheinländer
AUS/SJAL/DJN ausschalten
GE/SUKʃ/DJN gesuchten
HÄU/FIKS/DJE häufigste
SWULn schwulen
AU/DJO/FAÜn Autofahren
FE/DEÜ/F~Ü/RU+N Federführung
LU/I/GI Luigi
RENSs/RI Rennserie
FW~I+D/GDLÄSs/LEÜ Viertklässler
BE/SD~Ü+SD bestürzt
BREI/DJRE breitere
D~UKʃ/GHN durchgehen
IN/DJRES/SAN/DJES interessantes
L~IP/DJE liebte
WI/DEÜ/HEÜ/SHMU/SDELn wiederherzustellen
BLU/DE+NS Bludenz
HEL/DIN Heldin
NÜM/Ss SSDs
SJAU/BFI/LE/RINn Schauspielerinnen
SLÜS/SEL/ROL/LE Schlüsselrolle
UM/GA+NS Umgangs
SHMEUK/NIS/Ss Zeugnisse
MISs/DJRAU/Iʃ misstrauisch
NAKʃ/SHMU/GHN nachzugehen
RO/BUS/DJN robusten
UN/GDON/DJROL/L~I+D unkontrolliert
WEI/SHJE weiche
GDMALF Calw
LAN/DES/GAÜ/DJN/SJAU Landesgartenschau
MLO/DI Melodie
SJU+S/SJ~IM Schutzschirm
SDEU/EÜ/BRA/DJEÜ Steuerberater
DAU/EÜN/DN dauernden
ÄÜN/LIKʃ/GDEI+D Ähnlichkeit
AK/DJN/SHMEIKʃn Aktenzeichen
BS/FW BSV
BRA/DJU+NS/SDELn Beratungsstellen
BJO/LO/G~I Biologie
SDJÄI/SHJO/BHJE/RA/BD~I Psychotherapie
~U+/HE/BEÜ Urheber
DJEKʃ/NI/SJES technisches
ÄOS/DJEÜ/REI/SHJE/RIN Österreicherin
BAM/DJIN Beamtin
SHJÄO/RE Chöre
GA/RAÜKn Garagen
MAʃn Maschen
M+K/GDMAÜ+D/NÄI McCartney
FEÜ/DJRAU/NS Vertrauens
AUS/L~I/FEÜN ausliefern
BREID/SDE/HN bereitstehen
AUKn/SJEIN Augenschein
GE/SLOSn/HEID Geschlossenheit
HAU/BE Haube
IN/DI/FI/DUn Individuen
MID/DJAÜKS/BDAUSs Mittagspause
NOD/FÄLn Notfällen
R~O/SDOF Rohstoff
SDAÜs/AN/GHÄO/RIK/GDEID Staatsangehörigkeit
SDAD/GD~I/SJE Stadtkirche
FEÜ/SLÜS/Ss/LU+N Verschlüsselung
SHMIL/GRA/DN Zielgeraden
BE/SJÄF/DJI/GE beschäftige
EÜ/GEÜ+D ergeht
~I/GND irgend
AP/SJO+D/DJU+N Abschottung
AÜK/RAÜ/BDO/LI/DJIK Agrarpolitik
LAMPn Lampen
NAʃ/FIL Nashville
BE/GDAN/DJES bekanntes
EÜ/GDÄMPFD erkämpft
FREI/GPn freigeben
GKn/F~O/SLAÜK Gegenvorschlag
GDAN/DJONS/BFI/DJAL Kantonsspital
BDRO/SHMES/AUF/DJAKD Prozessauftakt
WAÜ/SJAU/EÜ Warschauer
AUS/LÄOS/DJE auslöste
BUN/DJES buntes
EÜ/NEU/EÜ/DJE erneuerte
GE/SJAF/FE/NE geschaffene
IN/DJN/SI/FIn intensivieren
SJÜD/DJELD schüttelt
F~O/GPn vorgeben
F~O/GDJRAÜKn vorgetragen
DRI+D/LI/GISD Drittligist
FEL/DES Feldes
GDOMn/DJA/DJ~O Kommentator
OP/BDO/SI/DJONS/F~Ü/REÜ Oppositionsführer
RE/G~I/RU+NS/BIL/DU+N Regierungsbildung
RAU/DJEÜ Router
AUF/GDJRAÜKn aufgetragen
Ü+P/BDIK üppig
AÜD/GNOSn Artgenossen
BDJRE/DJU+NS/FEÜ/BOD Betretungsverbot
HAU+PD/BDLA+S Hauptplatz
HEL/FE/RINn Helferinnen
FI/LO/SOFn Philosophen
FAN/GDE/RU+N Verankerung
BE/SLEU/NIK/DJN beschleunigten
GDUL/DJU/REL kulturell
RE/DE/DJE redete
GDO/B~UK Coburg
DIS/GDMO Disco
BDJNN/SIKSD Sixt
BDJRÄKʃD/LIKʃ beträchtlich
EIN/BIN/DN einbinden
EIN/SHMU/FA+Nn einzufangen
FIN/NI/SJE finnische
HAIN/FÄL/LIK hinfällig
Kn/NEÜ Kenner
SJEIN/WEÜ/FEÜ Scheinwerfer
DJEÜ/R~O/~O/GA/NI/SA/DJON Terrororganisation
WIND/SJU+S/SJEI/BE Windschutzscheibe
SLA/GE schlage
AP/DE/GDU+N Abdeckung
GDRISn/MO/DUS Krisenmodus
LE+SD Letzt
MAÜKD/GDA/BDI/DJA/LI/SI/RU+N Marktkapitalisierung
MED/WE/DEF Medwedew
MO/NA Mona
SAU/BEÜ/GDEI+D Sauberkeit
F~O/GDRISn/NI/FO Vorkrisenniveau
HEÜS/FELD Hersfeld
GDEMPn Kempen
BFO+D Spot
DJOS/GDA/NA Toskana
WAÜL/GDREISs Wahlkreise
SHMUFn/DU+N Zuwendung
BHEÜ/BRKn beherbergen
FEUKʃD feucht
SHMEÜN/DJAU/SND zehntausend
ÄOL/MAÜKD Ölmarkt
BEÜ/SJAU/BAn überschaubaren
B~Ü/GEÜ/SJAFs/WAÜL Bürgerschaftswahl
UM/WELD/HAIL/FE Umwelthilfe
BFN/D~ID spendiert
SHMI/DJ~I/DJN zitierten
BEÜ/FLUS Überfluss
BRI/DJIN Britin
DD/REUD Detroit
GRIKʃs/HOFs Gerichtshofs
GDON/DJROL/LEU/RE Kontrolleure
RÄI Ray
BFID/+Sn/GRUP/BDE Spitzengruppe
D~U+Kʃ/F~Ü+D durchführt
EIN/DRI+Nn eindringen
GE/SDAF/FELD gestaffelt
DJEIL/NAÜMn teilnahmen
AÜ/BEIs/SJU+S Arbeitsschutz
MEÜK/MAL Merkmal
WO/Os Woods
AÜ/BEI/DJN/DE arbeitende
AUS/SHMU/DRÜKn auszudrücken
BAP/SIKʃ/DJIK/DJE beabsichtigte
FESD/GE/SDEL/DJN festgestellten
GWILD gewillt
GÄOND gönnt
MÜND/LI/SHJE mündliche
SJÄÜFn schärfen
IM/BDLEMn/DJI/RU+N Implementierung
I+D/SHME/HEO Itzehoe
JO/AN Joan
GDNOP/LAUKʃ Knoblauch
NEU/SDÄD/DJEÜ Neustädter
SDEU/EÜ/RE/F~OM Steuerreform
F~O/BILD/FU+N/DJON Vorbildfunktion
FEI/EÜ/LIKʃn feierlichen
HÄO/BAÜ hörbar
I/DA/LEÜ/WEISs idealerweise
IN/SDAL/L~I/DJE installierte
A/BOS Abos
EIN/WIL/LI/GU+N Einwilligung
GLO/JRA Gloria
BDRES/Ss/DINSD Pressedienst
RA/DJI+N Rating
SEKD Sekt
SDAÜs/AN/GHÄO/RI/GE Staatsangehörige
AN/B~I/DJEÜS Anbieters
AUF/SIKʃs/BHÄO/DN Aufsichtsbehörden
E/BO/LA Ebola
HEK/DJIK Hektik
EÜ/NÜKʃ/DJEÜND ernüchternd
OSD/EU/RO/BDÄIʃn osteuropäischen
UN/BEIN/DRUKD unbeeindruckt
FEÜ/SD~O/SE verstoße
F~U+S/BAL/BDLA+S Fußballplatz
LI/NUS Linus
MAÜ/NU+N Mahnung
RA+D/HAUS/SHJEF Rathauschef
REISs/BÜ/RO Reisebüro
BFROK/HÄO/FWEL Sprockhövel
SDÜ+S/BDU+ND Stützpunkt
DJRI/BU+D Tribut
FWOLKS/W~I/DJE Volkswirte
AÜ/GDA/DMʃn akademischen
BLEP/DJN belebten
EIN/GRIKʃ/DJE/DJE eingerichtete
GDRAKʃD kracht
FREKʃ/NED verrechnet
WEI/DJEÜ/HELFn weiterhelfen
DÜS/SEL/D~OFs Düsseldorfs
BDO/GDAL/FI/NA/LE Pokalfinale
SJA/DNS/EÜ/SA+S Schadensersatz
SON/DE Sonde
GDJAUFD getauft
HÄOF/LIKʃ höflich
AP/SJI/BU+Nn Abschiebungen
B~UKS Bugs
FAÜN/DEÜ Fahnder
FEU/EÜ/WEÜKS/GDÄO/BDEÜ Feuerwerkskörper
GDA/BDI/DJU/LA/DJON Kapitulation
LA/GEÜ/FEU/EÜ Lagerfeuer
ME/DN/FEÜ/DJRE/DJEÜ Medienvertreter
NA/DJ~U/GDA/DJA/SDROFn Naturkatastrophen
BDLANS Plans
SA/NI/RU+Nn Sanierungen
BW~OND bewohnt
NAKʃ/DRÜK/LIKʃ nachdrücklich
ÄÜ/GEÜ/NIS Ärgernis
ÄÜ/Mn ärmeren
GDAMP/FES Kampfes
MI Mi
RE/GI/RU+NS/BDRÄ/SI/DN/DJN Regierungspräsidenten
RE+D/DJU+NS/D~INS/DJES Rettungsdienstes
BFRIS/DJE/DJN befristeten
FUN/SI/SJEÜN verunsichern
HUN/DES Hundes
LÄU/FE Läufe
SDAD/BDAÜ/LA/MEND Stadtparlament
A/FWAN/GDM~I/DJE avancierte
UN/DJEÜ/SRID/DJN unterschritten
AL/GDO/HOL/DJESD Alkoholtest
AD/DJN/D~ON Attendorn
NAKʃ/BF~IL Nachspiel
BDLÄ+S/SJN Plätzchen
RA/DUS Radius
FNIS/SA/GE Vernissage
WA+Nn Wangen
W~I/GDU+Nn Wirkungen
BJU/BELD bejubelt
EU/BHO/RIʃ euphorisch
SHJED/RI+K Cedric
FO/L~I Folie
F~O/SJU+NS/BDRO/JEKD Forschungsprojekt
N~OD/HESn Nordhessen
LE/BND lebend
BDOKʃn pochen
RU/MÄ/NI/SJE rumänische
EKS/EM/BDLAn Exemplaren
BDJNN/SJA+N/HAI Schanghai
SLAÜK/SHMEU/GEÜ Schlagzeuger
SDEU/REÜ/HÄO/HU+Nn Steuererhöhungen
UM/SDRUK/DJU/R~I/RU+N Umstrukturierung
GE/GOSn gegossen
GE/GDAUF/DJE gekaufte
HU+N/RIK hungrig
MAÜ/SJ~I+D marschiert
MI+D/LE/REÜ mittlerer
SDAD/FIN/DN/DE stattfindende
A/SJEÜ/MI+D/WOKʃ Aschermittwoch
BDN/SJEI/DEÜ Entscheider
FA/SJI+N Fasching
F~Ü/RU+NS/GDRAFD Führungskraft
NAKʃ/BAÜ/SDAÜ/DJN Nachbarstaaten
FWEÜ/SU/SHJU+N Versuchung
BWAF/NE/DJEÜ bewaffneter
SHJRO/NI/SJE chronische
EIKn eigen
SJS/DJE/MA/DJʃn systematischen
FA/MLIn/AN/GHÄO/RI/GE Familienangehörige
FLÜ/GEL/BF~I/LEÜ Flügelspieler
SÄUK/LI+N Säugling
~U+/DJEILS/FWEÜ/GDÜN/DU+N Urteilsverkündung
FÜNF/SHMEÜN fünfzehn
FSn/DN versenden
BRI/SA+NS Brisanz
HAU+PD/FEÜ/HAND/LU+N Hauptverhandlung
HOS/BDI+S Hospiz
JU/JLA/NE Juliane
LO/BDE+S López
MUS/LIMn Muslimen
BHJEÜ/MO/ME/DJEÜ Thermometer
AUS/BRAKʃ ausbrach
BWEÜK/GRÜN/DE Beweggründe
WA/DE Wade
EMP/FAND empfand
IL/LE/GA/LES illegales
SDJÄIKʃ/JA/DJRI/SJE psychiatrische
RO/SIK rosig
BEÜ/DJRIFD übertrifft
DAÜM Darm
SHMÄIK/LUS Zyklus
AP/SREKn abschrecken
LOSs lose
MIL/DEÜ milder
MÄOKʃ/DJESD möchtest
OFn/BAn offenbaren
O/RIn/DJ~I/DJE orientierte
SHMU/LÄS/SI/GE zulässige
GDMON/RAD Conrad
EKS/BDE/DI/DJON Expedition
FWEÜ/SHM~UK Verzug
SHMÄ/S~U+ Zäsur
AUS/HAÜn ausharren
DUL/DN dulden
SJAL/DJE/DJN schalteten
FWEÜ/FASs/DJE verfasste
SHMEI+D/WEI/LIK zeitweilig
NÜM/+K/H CH
EIKn/HEIM Eigenheim
F~OSD/W~ID/SJAFD Forstwirtschaft
DJA/BELn/LE+S/DJN Tabellenletzten
DJRAUPn Trauben
FEÜ/GDEÜS/UN/FÄLn Verkehrsunfällen
WELD/BA+N Weltbank
BE/GI+N beging
BE/SJUL/DIK/DJE beschuldigte
EIN/SHMU/DRI+Nn einzudringen
HAIN/WEISD hinweist
SDREKn strecken
FLED/SHMU+NS/BDI+ND verletzungsbedingt
N/GDEL/GDIN/DEÜ Enkelkinder
HÄN/DE/SJÜ+D/DJELN Händeschütteln
EÜ/SJEINn/DN erscheinenden
FIKSn fixen
RAUF rauf
FAND/W~O/DJU+NS/FOL/LE verantwortungsvolle
WI/DEÜ/HEÜ/GE/SDELD wiederhergestellt
SEL/F~IS Selfies
SHMEI/DJU+NS/BRIKʃD Zeitungsbericht
AUF/GFA+Nn aufgefangen
BE/GINn/DE beginnende
LEI/HN leihen
MÜND/LIKʃn mündlichen
AUS/SHMAÜ/LU+Nn Auszahlungen
BLU+D/HOKʃ/DRUK Bluthochdruck
BRAND/SDIF/DJEÜ Brandstifter
B~Ü/GEÜ/MEIS/DJEÜN Bürgermeistern
SIK/MAÜ Sigmar
D+Sn/DJRA/LE dezentrale
EÜ/W~OKn erwogen
HRPn herben
NOD/WN/DI/GEÜ notwendiger
SNK/DJE senkte
UM/SHMU/SDELn umzustellen
FLÄS/LI/SJEÜ verlässlicher
BF~IL/SDAND Spielstand
SUN/DEÜN Sundern
MO/NAs/N/DE Monatsende
SDRAF/FEÜ/FOL/GU+NS/BHÄO/DN Strafverfolgungsbehörden
BEI/BFIL/HAFD beispielhaft
HUN/DEÜ/DJN hunderten
OP/LI/GA/DJO/RI/SJE obligatorische
SJEU+D scheut
WEI/DJEÜ/F~Ün/DE weiterführende
BEÜ/RA/GND überragend
BEÜ/SDELD überstellt
EM/DN Emden
SDJÄPS/SHJEF Stabschef
DJÄO/DJU+NS/DLIKD Tötungsdelikt
IN/SDI/DJU/DJO/NEL/LE institutionelle
AK/GDU/LAUF/SHMEI+D Akkulaufzeit
HAM/BA/SHJEÜ Hambacher
GDAI/RO Kairo
MI+D/SJULD Mitschuld
NUD/SHME/RINn Nutzerinnen
SEOSD Soest
FW~O/SDANs/MI+D/GL~I/DEÜ Vorstandsmitglieder
EIN/GF~O/DEÜD eingefordert
GE/GDOM/MNE gekommene
GE/GDOM/MNn gekommenen
DJ~I/RI/SJE tierische
BL~OK/GEÜ Blogger
EI/MEÜ Eimer
BDRO/FI/LE Profile
RO/DU+N Rodung
DJEM/BDLIN Templin
AP/REI+Sn abreißen
AN/GDR~OD angedroht
DAUN/LOs Downloads
EÜ/NÜKʃ/DJRU+N Ernüchterung
GLAD/BE/GDEÜ Gladbecker
HAIN/RIKʃ/DJU+N Hinrichtung
NI/SHJO/LAS Nicholas
FO/LA/DJLI/DJÄD Volatilität
IN/FI/SHM~I/DJEÜ infizierter
OP/LIKD obliegt
SO/SHMA/LIS/DJI/SJE sozialistische
SDÄO/DJE störte
DJEIL/NIMD teilnimmt
FEÜ/SL~I+Sn verschließen
AU+Sn/BFI/GEL Außenspiegel
EÜ/LAN/GEÜ Erlanger
GI/RO Giro
GRÜN/AN/LAÜKn Grünanlagen
HEÜ/MES Hermes
GDIN/DEÜ/BO/NUS Kinderbonus
LA/DJRNn Laternen
NA/FWI Navi
RED/DJU+NS/AK/DJON Rettungsaktion
SHMI/DJA/DJE Zitate
HEI/MIʃ heimisch
GDLAÜK/DJN klagten
RASD rast
FRIKʃ/DJN verrichten
FI+/FES/DJI/FWAL Filmfestival
MA/JA Maya
BDJNN/BDUʃD Putsch
BF~O+D/AN/LA/GE Sportanlage
FPn/NU+NS/MO/DJOn Verbrennungsmotoren
BFÄOL/GDE/RU+NS/REIKS/DJN bevölkerungsreichsten
GDLIN/GEL/DJE klingelte
NÜ+S/LI/SHJE nützliche
SWÄ/SHJE/RE schwächere
FIKʃ/DJN Fichten
BFI+NSD/WOKʃn/N/DE Pfingstwochenende
RAUP/BEÜ/FAL Raubüberfall
EÜ/LEI/DE+D erleidet
JÜ/DI/SJEÜ jüdischer
GDOS/DJE/DJN kosteten
NAM/HAF/DJN namhaften
SMUN/SHMELND schmunzelnd
UN/DJEÜ/GDRIKn unterkriegen
FLO+PD verlobt
WI/DEÜ/LEÜKD widerlegt
E/FWANS Evans
FAKʃ/AÜ+SD Facharzt
LEÜ/GDRAFD Lehrkraft
MA/NA/GRIN Managerin
AN/DAU/EÜ+D andauert
BDN/GEÜK/NED entgegnet
SLO/WE/NIʃn slowenischen
AÜ/BEIs/SDUN/DN Arbeitsstunden
BF~O+D/LE/RIN Sportlerin
DJESD/SDA/DJONn Teststationen
HUN/DEÜD/BDRO+Sn/DJIK hundertprozentig
SI/SHJEÜ/HEIs/HAL/BEÜ sicherheitshalber
B~I/GÄÜ/DJN Biergärten
GE/BFRÄKs/SDOF Gesprächsstoff
GD~O/NEU/B~UK Korneuburg
GDREU+S/FAÜ/DJN Kreuzfahrten
MEÜ/AUF/WAND Mehraufwand
BDO/GDAL/S~I/GEÜ Pokalsieger
FWE+D/DJEÜ Vetter
WEIN/HEIM Weinheim
AUF/SHMU/HÄOn aufzuhören
D/M dm
EÜ/GDUN/DIKD erkundigt
FEÜN/AP fernab
LE/GA/LE legale
NO/MNIn nominieren
SDAND/HAL/DJN standhalten
FOL/SHMI/HN vollziehen
GAS/Ss Gasse
GE/SJÄFs/BREIKʃ Geschäftsbereich
HEI/MA+D/~O+D Heimatort
UM/SÄD/+Sn Umsätzen
SHMEID/REISs Zeitreise
SHMINS Zins
SHMU/FLUKʃD Zuflucht
AL/LEÜ/EÜS/DJN allerersten
B~Ü+S/DJN büßten
HOKʃ/RAN/GIKn hochrangigen
NEU/DJRALn neutralen
B~ON Born
HÄND/SJN Händchen
Pn/SI/O/NI/RU+N Pensionierung
EÜ/GEI/SHMIK ehrgeizig
EI+ND eint
GE/GOL/DJN gegolten
SMAÜ/DJE smarte
FU+N/DJO/NA/LI/DJÄD Funktionalität
MAÜKD/EIN/F~Ü/RU+N Markteinführung
SJIK/SA/LE Schicksale
SI/SHJEÜ/HEIs/BDO/LI/DJIK Sicherheitspolitik
WAN/DELS Wandels
WEÜD/SAKʃn Wertsachen
A/LAÜ/M~I/REND alarmierend
AUF/BAU+D aufbaut
AUS/SHMU/F~Ün auszuführen
EIN/GE/BE+D/DJE+D eingebettet
GDJEIL/DJN geteilten
MID/EÜ/LEPn miterleben
SJO+P/BDEN shoppen
F~O/BE/SDRAFD vorbestraft
SHMU/NU+D/SHME zunutze
EÜD/REIKʃ Erdreich
GE/SUND/HEIs/BDEÜ/SO/NAL Gesundheitspersonal
I/DJO/DJN Idioten
GDAUF/BEUn Kaufbeuren
MA/N~I Manier
SLAKʃD/BDJRIP Schlachtbetrieb
WELD/W~ID/SJAFs/FO/RUM Weltwirtschaftsforum
EIN/SA/ME einsame
RE/SJEÜ/SJIn recherchieren
UN/BÜ/RO/GDRA/DJI/SJE unbürokratische
WA/GDELD wackelt
SHMEÜN/DJAUSn/DE zehntausende
AN/SAM/LU+N Ansammlung
AÜ/BEIs/GDOL/LEÜKn Arbeitskollegen
GDMOM/BDU/DJEÜN Computern
BDO/BDU/LIS/DJN Populisten
SWEI/GMNU/DJE Schweigeminute
WIND/S~O Windsor
WÄÜ/LEÜ/SDIMn Wählerstimmen
HAKD hakt
GDON/JU+N/DJU/RELn konjunkturellen
FEÜ/HILD verhielt
SHMU/GDJRAÜKn zugetragen
GA/SHMA/SDREIFn Gazastreifen
IM/MO/BI/LIn/MAÜKD Immobilienmarkt
GDA/MRA/MA+N Kameramann
GDLASn/RÄU/ME Klassenräume
SI/SHJEÜ/HEIs/LÜ/GDE Sicherheitslücke
AP/BFILn abspielen
AUS/SHMI/HN ausziehen
RÄO/DJEÜN erörtern
JAÜ/RE/LAN/GEÜ jahrelanger
GDNALD knallt
BDRAÜK/MA/DJI/SJE pragmatische
AUS/WEÜ/DJU+Nn Auswertungen
HAILS Hills
IN/DPn/DND Independent
GDO/LO/N~I Kolonie
LAND/AU Landau
BEÜ/WA/SJU+NS/GDA/MRAS Überwachungskameras
GDNAN Kenan
MNIS/DJEÜN Ministern
SREI/NEÜ Schreiner
SEÜ/FWEÜN Servern
SDEÜK Steg
WEÜ/MUs/DJROPFn Wermutstropfen
EÜ/SA+S/LOS ersatzlos
UN/EÜ/MÜD/LIKʃ unermüdlich
GLÄI/BHO/SA+D Glyphosat
HAIL/FE/SDEL/LU+N Hilfestellung
IN/DJELS Intels
MAS/SI/MO Massimo
SDAÜs/ME/DN Staatsmedien
DJA+D/DJO/OS Tattoos
AÜ/RAN/G~I+D arrangiert
BREI/NIKD bereinigt
EIN/SHMU/HOLn einzuholen
GRÜ/NEM grünem
UM/WELD/FREUND/LI/SJE umweltfreundliche
F~O/SHMU/WEISn vorzuweisen
WESD/LI/SHJEÜ westlicher
SHMU/GDUNFs/GRIKʃ/DJE/DJE zukunftsgerichtete
A+ND/AÜK/DJIS Antarktis
GDJRI/BE Getriebe
BDEÜ/SONn/GRUP/BDE Personengruppe
WI+D/LIKʃ Wittlich
EIN/JÄÜ/RIKn einjährigen
E+NS/DJEM engstem
GHÄ+ND gehängt
MAÜ/GD~I/DJN markierten
FMEI/DED vermeidet
BREI/DJN/BF~OD Breitensport
BDJNN/FREUD Freud
HAILFs/BDAÜ/GDE/DJE Hilfspakete
IM/MUN/SJS/DJEMS Immunsystems
MÄL/SHMEÜ Mälzer
~U+/DJEILS/BE/GRÜN/DU+N Urteilsbegründung
GFÜD/DJEÜD gefüttert
GÜNS/DJIKS/DJE günstigste
IN/NO/FWA/DJI/FWEÜ innovativer
RÄKʃn rächen
UM/FASs/DJE umfasste
SWEI/DJÄ/GIKn zweitägigen
AN/GDAUF Ankauf
AÜ+S/NEI/MI+D/DJELN Arzneimitteln
BAL/LE+D Ballett
BRA/DJEÜN Beratern
GASD/GE/BEÜN Gastgebern
GDLASn/RAUM Klassenraum
BDRES/Ss/GE/BFRÄKʃ Pressegespräch
SJIL/DRU+Nn Schilderungen
DJEÜ/MIN/FEIN/BA/RU+N Terminvereinbarung
DJU/RISD Tourist
WAÜL/JAÜ Wahljahr
AP/GLAU/FE/NE abgelaufene
AN/GI+PD angibt
AUF/GE/SHM~OKn aufgezogen
GFÄÜ/LIKS/DJN gefährlichsten
O+P/FEÜN opfern
Ä/GÄIS Ägäis
EÜ/BFAÜ/NIS/Ss Ersparnisse
GWEÜ Gewehr
RI/DJU/A/LE Rituale
RO/DJN/B~UK Rotenburg
AP/GDJREND abgetrennt
FRUS/DJR~I/REND frustrierend
GE/BEU/DJEL/DJE gebeutelte
GDL~UKn klugen
BD~O/DJU/G~I/SI/SJE portugiesische
IN/DJRFn/DJONn Interventionen
GDRISn/BWÄL/DJI/GU+N Krisenbewältigung
GDUL/DJ~U/BREIKʃ Kulturbereich
DJN/NIS/BFI/LEÜ Tennisspieler
FAN/SDAL/DJU+NS/~OD Veranstaltungsort
WAN/DEÜ/WEÜK Wanderweg
SHJAO/DJIʃ chaotisch
EIN/DRÜK/LIKʃ eindrücklich
MAÜ/SJIn marschieren
UN/DJEÜ/MAU/EÜN untermauern
FW~O/MALS vormals
SHMU/RÜK/HAL/DJN/DEÜ zurückhaltender
GI/AN/NI Gianni
GDOS/DJÜMn Kostümen
LE/NI Leni
BDI/O/N~I Pionier
SJIF/FAÜ+D Schifffahrt
F~O/BREI/DJU+NS/SHMEID Vorbereitungszeit
FW~O/JAÜ/RES/WEÜ+D Vorjahreswert
WELD/BFID/SHME Weltspitze
AP/GHAKD abgehakt
AN/FÄ+N/LI/SHJE anfängliche
EIN/FA+Nn einfangen
EÜ/MAÜ+ND ermahnt
~I/GND/EI/NEM irgendeinem
JÄÜ+D jährt
AU/DJOLn/GDEÜ Autolenker
BA/DWAN/NE Badewanne
IN/FEK/DJONS/GDED/DJE Infektionskette
MNʃn/MASn Menschenmassen
MI+D/BF~I/LEÜN Mitspielern
BHJEÜ/ME Therme
SWEK/FWEÜ/BAND Zweckverband
